$I$ / A;$l_\text{Masse}$ / cm;
2.5;5.460
2.4;5.00
2.4;4.575
2.2;4.045
2.1;3.500
1.9;3.030
1.9;2.505
1.7;2.000
1.6;1.495
1.5;1.000
